I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.012,-0.007,-0.02,-0.002,0.016,-0.013,0.023,0.075,0.092,0.065,0.034,0.052
0.001,-0.011,-0.012,0.005,0.006,-0.011,0.04,0.126,0.181,0.253,0.164,0.076
0.053,0.079,0.026,-0.067,0.014,0.053,0.033,0.068,0.038,0.438,0.466,0.201
0.213,0.371,0.158,-0.292,0.027,0.264,-0.636,-1.148,-1.483,0.269,1.572,0.808
0.657,0.342,-0.315,-0.5,0.486,0.013,-1.295,-1.888,-2.527,-0.697,1.65,1.268
0.63,0.152,-0.478,-0.391,0.554,-0.163,-1.207,-1.623,-2.39,-2.304,-0.403,0.705
0.089,0.012,-0.077,-0.05,0.083,-0.033,-0.738,-1.275,-1.688,-1.889,-0.993,0.083
-0.027,-0.199,-0.173,0.113,0.073,-0.186,-0.121,-0.325,-0.377,-0.442,-0.368,-0.102
-0.029,-0.124,-0.095,0.076,0.033,-0.109,0.067,0.09,0.113,-0.014,-0.148,-0.091
-0.091,-0.1,-0.008,0.096,-0.041,-0.054,0.058,0.059,0.12,0.078,-0.074,-0.066
-0.061,-0.106,-0.046,0.083,-0.007,-0.076,0.1,0.134,0.187,0.072,-0.107,-0.081
-0.068,-0.081,-0.013,0.074,-0.027,-0.047,0.086,0.107,0.17,0.104,-0.067,-0.082
-0.052,-0.088,-0.036,0.071,-0.008,-0.062,0.112,0.149,0.206,0.114,-0.087,-0.114
-0.065,-0.077,-0.012,0.071,-0.027,-0.045,0.111,0.13,0.203,0.103,-0.078,-0.108
-0.075,-0.097,-0.022,0.086,-0.026,-0.059,0.137,0.172,0.256,0.134,-0.079,-0.11
-0.065,-0.076,-0.011,0.071,-0.027,-0.043,0.147,0.182,0.261,0.125,-0.083,-0.111
-0.072,-0.081,-0.009,0.077,-0.032,-0.045,0.143,0.185,0.283,0.121,-0.081,-0.109
-0.081,-0.084,-0.002,0.083,-0.039,-0.043,0.152,0.201,0.297,0.105,-0.131,-0.134
-0.089,-0.085,0.004,0.086,-0.046,-0.04,0.165,0.208,0.308,0.091,-0.159,-0.156
-0.086,-0.068,0.018,0.077,-0.052,-0.025,0.23,0.282,0.386,0.12,-0.175,-0.174
-0.113,-0.052,0.061,0.083,-0.087,0.004,0.314,0.32,0.421,0.133,-0.225,-0.193
-0.131,-0.056,0.076,0.093,-0.103,0.01,0.319,0.382,0.492,0.128,-0.265,-0.213
-0.131,-0.056,0.075,0.093,-0.102,0.009,0.275,0.434,0.558,0.132,-0.285,-0.232
-0.143,-0.068,0.075,0.105,-0.109,0.004,0.269,0.421,0.549,0.127,-0.306,-0.248
-0.131,-0.057,0.074,0.094,-0.103,0.008,0.277,0.408,0.541,0.149,-0.283,-0.234
-0.121,-0.045,0.076,0.082,-0.098,0.016,0.249,0.363,0.49,0.158,-0.212,-0.18
-0.099,-0.028,0.071,0.063,-0.085,0.021,0.191,0.308,0.408,0.146,-0.136,-0.134
-0.06,-0.008,0.053,0.034,-0.056,0.022,0.145,0.238,0.32,0.139,-0.075,-0.09
-0.025,0.008,0.032,0.008,-0.029,0.02,0.104,0.174,0.247,0.127,-0.034,-0.047
0.004,0.016,0.013,-0.01,-0.005,0.014,0.059,0.131,0.19,0.107,-0.014,-0.033
-0.002,-0.006,-0.004,0.004,0.001,-0.005,0.031,0.093,0.136,0.079,-0.004,-0.018
-0.005,-0.02,-0.015,0.013,0.005,-0.017,0.028,0.076,0.098,0.061,-0.007,-0.01
0.041,0.023,-0.018,-0.032,0.029,0.003,0.025,0.062,0.085,0.052,0.008,-0.009
0.034,0.023,-0.011,-0.028,0.022,0.006,0.02,0.05,0.085,0.044,0.028,-0.005
-0.013,-0.043,-0.03,0.028,0.009,-0.036,0.018,0.05,0.087,0.04,0.019,-0.003
0.025,-0.021,-0.046,-0.002,0.035,-0.033,0.014,0.05,0.08,0.04,0.016,0.001
0.026,-0.013,-0.039,-0.006,0.032,-0.026,0.031,0.049,0.082,0.04,0.013,-0.002
-0.005,-0.039,-0.034,0.022,0.015,-0.036,0.023,0.057,0.078,0.044,0.003,-0.013
0.0,-0.027,-0.027,0.014,0.014,-0.027,0.019,0.08,0.074,0.074,0.012,-0.021
-0.007,-0.031,-0.024,0.019,0.009,-0.027,0.054,0.098,0.109,0.081,0.015,-0.021
-0.002,-0.015,-0.014,0.009,0.006,-0.014,0.064,0.102,0.132,0.106,0.038,-0.003
-0.013,-0.015,-0.002,0.014,-0.005,-0.008,0.072,0.111,0.134,0.101,0.032,-0.003
-0.016,0.02,0.036,-0.002,-0.026,0.028,0.062,0.096,0.13,0.118,0.06,0.022
-0.01,0.035,0.045,-0.013,-0.028,0.04,0.113,0.123,0.16,0.147,0.075,0.033
0.011,0.061,0.049,-0.036,-0.019,0.055,0.076,0.133,0.164,0.153,0.094,0.031
0.022,0.049,0.026,-0.036,-0.002,0.038,0.016,0.173,0.213,0.188,0.096,0.017
0.005,0.031,0.027,-0.018,-0.011,0.029,0.017,0.096,0.123,0.1,0.043,0.006
0.028,0.028,0.0,-0.028,0.013,0.014,0.054,0.167,0.246,0.313,0.16,0.04
0.048,0.106,0.058,-0.078,-0.005,0.082,-0.028,-0.027,-0.094,0.434,0.534,0.202
0.291,0.41,0.119,-0.351,0.086,0.264,-0.79,-1.357,-1.742,0.243,1.695,0.892
0.704,0.286,-0.418,-0.495,0.561,-0.066,-1.336,-1.84,-2.509,-0.851,1.399,1.199
0.559,0.113,-0.445,-0.336,0.502,-0.166,-1.187,-1.558,-2.302,-2.349,-0.597,0.585
0.065,-0.008,-0.073,-0.028,0.069,-0.04,-0.67,-1.185,-1.507,-1.627,-0.875,0.038
-0.06,-0.212,-0.152,0.136,0.046,-0.181,-0.066,-0.205,-0.223,-0.294,-0.317,-0.142
-0.028,-0.063,-0.035,0.046,0.004,-0.049,0.059,0.074,0.098,-0.003,-0.137,-0.101
-0.065,-0.081,-0.016,0.073,-0.024,-0.048,0.064,0.066,0.129,0.091,-0.068,-0.091
-0.081,-0.115,-0.034,0.098,-0.023,-0.074,0.096,0.127,0.189,0.085,-0.102,-0.102
-0.071,-0.077,-0.006,0.074,-0.032,-0.042,0.099,0.093,0.16,0.099,-0.072,-0.099
-0.067,-0.094,-0.028,0.081,-0.019,-0.061,0.113,0.139,0.192,0.101,-0.095,-0.122
-0.06,-0.065,-0.005,0.063,-0.027,-0.035,0.105,0.129,0.197,0.126,-0.086,-0.11
-0.059,-0.071,-0.012,0.065,-0.023,-0.041,0.117,0.162,0.237,0.135,-0.091,-0.117
-0.072,-0.057,0.016,0.064,-0.044,-0.02,0.125,0.169,0.252,0.135,-0.094,-0.118
-0.079,-0.06,0.019,0.069,-0.049,-0.02,0.129,0.185,0.276,0.145,-0.099,-0.119
-0.096,-0.064,0.031,0.08,-0.064,-0.016,0.137,0.191,0.279,0.136,-0.119,-0.136
-0.083,-0.05,0.033,0.066,-0.058,-0.008,0.154,0.21,0.304,0.139,-0.14,-0.15
-0.108,-0.068,0.04,0.088,-0.074,-0.014,0.193,0.256,0.356,0.132,-0.174,-0.169
-0.141,-0.045,0.096,0.093,-0.118,0.025,0.273,0.316,0.418,0.142,-0.203,-0.185
-0.094,0.024,0.118,0.035,-0.106,0.071,0.275,0.392,0.504,0.161,-0.215,-0.187
-0.132,-0.018,0.113,0.074,-0.122,0.047,0.254,0.409,0.533,0.167,-0.247,-0.223
-0.188,-0.072,0.116,0.129,-0.152,0.022,0.264,0.396,0.529,0.168,-0.271,-0.235
-0.135,-0.022,0.114,0.078,-0.124,0.046,0.255,0.391,0.529,0.199,-0.22,-0.195
-0.099,0.018,0.117,0.04,-0.108,0.067,0.214,0.337,0.458,0.208,-0.152,-0.16
-0.097,0.007,0.104,0.044,-0.101,0.055,0.158,0.267,0.358,0.179,-0.093,-0.12
-0.056,0.02,0.077,0.018,-0.067,0.048,0.116,0.214,0.293,0.173,-0.039,-0.074
-0.001,0.058,0.06,-0.029,-0.031,0.058,0.075,0.163,0.234,0.164,-0.004,-0.039
-0.014,0.028,0.042,-0.007,-0.028,0.035,0.044,0.121,0.167,0.129,0.009,-0.021
-0.05,-0.019,0.031,0.034,-0.04,0.006,0.026,0.085,0.111,0.091,0.015,-0.012
-0.03,-0.009,0.021,0.019,-0.025,0.006,0.021,0.069,0.08,0.073,0.023,-0.01
-0.041,-0.024,0.017,0.032,-0.029,-0.003,0.015,0.063,0.069,0.065,0.028,-0.01
-0.009,-0.002,0.007,0.005,-0.008,0.003,0.01,0.061,0.068,0.058,0.031,-0.01
0.019,0.018,0.0,-0.018,0.009,0.008,0.003,0.066,0.065,0.054,0.029,-0.009
-0.04,-0.026,0.014,0.033,-0.027,-0.006,0.002,0.067,0.06,0.056,0.031,-0.005
-0.037,-0.033,0.004,0.035,-0.02,-0.014,0.029,0.071,0.061,0.055,0.029,-0.005
-0.015,-0.017,-0.002,0.016,-0.006,-0.009,0.031,0.074,0.063,0.053,0.031,-0.005
-0.013,-0.006,0.007,0.01,-0.01,0.0,0.029,0.074,0.077,0.074,0.04,-0.004
-0.01,0.01,0.02,-0.001,-0.015,0.015,0.029,0.069,0.08,0.071,0.031,-0.007
-0.013,0.008,0.021,0.002,-0.017,0.014,0.022,0.048,0.08,0.083,0.041,0.001
0.005,0.009,0.005,-0.007,0.0,0.007,0.028,0.053,0.09,0.076,0.032,0.003
0.017,0.052,0.035,-0.035,-0.01,0.043,0.046,0.086,0.091,0.13,0.077,0.015
-0.005,0.052,0.057,-0.023,-0.032,0.054,0.109,0.115,0.121,0.146,0.071,0.017
0.004,0.08,0.076,-0.042,-0.036,0.077,0.063,0.096,0.125,0.137,0.085,0.025
0.028,0.072,0.044,-0.05,-0.008,0.057,0.027,0.138,0.163,0.167,0.095,0.021
-0.002,0.043,0.045,-0.021,-0.024,0.044,0.018,0.065,0.08,0.091,0.051,0.016
0.006,0.031,0.025,-0.019,-0.01,0.028,0.059,0.159,0.22,0.331,0.188,0.039
0.051,0.153,0.103,-0.102,-0.026,0.128,-0.072,-0.165,-0.278,0.426,0.607,0.242
0.29,0.424,0.134,-0.357,0.077,0.279,-0.915,-1.58,-1.993,0.239,1.728,0.936
0.738,0.302,-0.436,-0.52,0.587,-0.067,-1.418,-1.908,-2.601,-0.898,1.301,1.169
0.58,0.173,-0.408,-0.377,0.494,-0.117,-1.215,-1.595,-2.324,-2.336,-0.589,0.563
0.028,0.004,-0.024,-0.016,0.026,-0.01,-0.672,-1.206,-1.486,-1.532,-0.786,0.041
-0.076,-0.204,-0.128,0.141,0.026,-0.166,-0.055,-0.189,-0.192,-0.261,-0.295,-0.147
-0.059,-0.075,-0.016,0.067,-0.021,-0.046,0.06,0.063,0.108,0.022,-0.113,-0.105
-0.084,-0.076,0.009,0.08,-0.046,-0.033,0.072,0.07,0.156,0.108,-0.062,-0.101
-0.084,-0.087,-0.003,0.085,-0.041,-0.044,0.1,0.12,0.204,0.085,-0.097,-0.109
-0.103,-0.078,0.025,0.091,-0.064,-0.027,0.107,0.088,0.184,0.111,-0.068,-0.113
-0.096,-0.085,0.01,0.091,-0.053,-0.037,0.125,0.141,0.219,0.109,-0.095,-0.141
-0.097,-0.071,0.025,0.084,-0.061,-0.023,0.121,0.133,0.225,0.125,-0.083,-0.131
-0.095,-0.085,0.01,0.089,-0.052,-0.037,0.144,0.173,0.278,0.141,-0.092,-0.136
-0.118,-0.077,0.041,0.098,-0.079,-0.018,0.14,0.161,0.277,0.138,-0.094,-0.138
-0.12,-0.081,0.039,0.101,-0.08,-0.021,0.149,0.177,0.306,0.142,-0.098,-0.155
-0.113,-0.073,0.04,0.092,-0.076,-0.016,0.151,0.185,0.304,0.134,-0.12,-0.164
-0.118,-0.067,0.051,0.092,-0.084,-0.007,0.165,0.208,0.323,0.136,-0.143,-0.181
-0.151,-0.071,0.081,0.111,-0.116,0.005,0.234,0.276,0.393,0.134,-0.166,-0.199
-0.181,-0.07,0.11,0.125,-0.146,0.02,0.297,0.317,0.433,0.12,-0.212,-0.218
-0.102,0.013,0.115,0.044,-0.108,0.063,0.299,0.39,0.516,0.129,-0.244,-0.236
-0.1,0.013,0.113,0.043,-0.107,0.063,0.293,0.422,0.546,0.143,-0.271,-0.24
-0.138,-0.029,0.109,0.084,-0.124,0.04,0.289,0.406,0.525,0.137,-0.278,-0.234
-0.123,-0.016,0.106,0.069,-0.114,0.045,0.286,0.392,0.528,0.167,-0.22,-0.218
-0.131,-0.025,0.106,0.078,-0.118,0.04,0.25,0.339,0.459,0.177,-0.164,-0.188
-0.076,0.016,0.092,0.03,-0.084,0.054,0.192,0.276,0.379,0.16,-0.097,-0.139
-0.028,0.03,0.058,-0.001,-0.043,0.044,0.148,0.217,0.297,0.151,-0.039,-0.092
-0.02,0.019,0.039,0.0,-0.029,0.028,0.092,0.169,0.223,0.136,-0.01,-0.048
-0.007,0.016,0.023,-0.005,-0.015,0.019,0.063,0.126,0.172,0.122,0.003,-0.025
-0.004,0.006,0.009,-0.001,-0.007,0.007,0.047,0.084,0.112,0.105,0.007,-0.025
-0.003,0.0,0.003,0.002,-0.003,0.001,0.037,0.065,0.081,0.09,0.014,-0.025
-0.002,-0.007,-0.004,0.005,0.001,-0.005,0.041,0.066,0.074,0.072,0.019,-0.024
-0.01,-0.022,-0.011,0.016,0.001,-0.016,0.043,0.063,0.075,0.065,0.025,-0.027
-0.012,-0.032,-0.02,0.022,0.004,-0.026,0.047,0.061,0.076,0.064,0.024,-0.03
-0.001,-0.023,-0.023,0.012,0.011,-0.023,0.048,0.058,0.073,0.066,0.027,-0.022
-0.002,-0.021,-0.019,0.012,0.009,-0.02,0.053,0.065,0.077,0.063,0.028,-0.016
0.0,-0.011,-0.011,0.005,0.006,-0.011,0.051,0.082,0.092,0.067,0.032,-0.009
-0.004,-0.014,-0.009,0.009,0.003,-0.011,0.059,0.102,0.113,0.091,0.028,-0.002
-0.006,-0.005,0.001,0.006,-0.003,-0.002,0.051,0.089,0.097,0.086,0.041,-0.003
-0.019,-0.016,0.003,0.017,-0.011,-0.006,0.058,0.101,0.113,0.101,0.048,-0.01
0.001,0.01,0.009,-0.006,-0.004,0.009,0.056,0.107,0.129,0.114,0.043,-0.012
0.053,0.077,0.024,-0.065,0.015,0.05,0.078,0.105,0.141,0.135,0.073,0.007
0.046,0.068,0.022,-0.057,0.012,0.045,0.144,0.132,0.152,0.118,0.05,0.002
0.041,0.074,0.033,-0.057,0.003,0.053,0.088,0.146,0.172,0.175,0.105,0.029
0.047,0.053,0.006,-0.05,0.02,0.029,0.061,0.178,0.202,0.13,0.061,0.018
0.013,0.044,0.031,-0.029,-0.009,0.037,0.028,0.099,0.14,0.159,0.094,0.006
-0.005,0.015,0.02,-0.005,-0.012,0.017,0.093,0.227,0.272,0.437,0.25,0.042
0.106,0.23,0.123,-0.168,-0.009,0.176,-0.245,-0.512,-0.69,0.499,1.021,0.453
0.526,0.397,-0.129,-0.461,0.327,0.134,-1.118,-1.796,-2.304,-0.038,1.832,1.12
0.773,0.173,-0.6,-0.473,0.686,-0.213,-1.36,-1.838,-2.63,-1.815,0.341,0.903
0.319,0.074,-0.245,-0.196,0.282,-0.086,-1.012,-1.571,-2.177,-2.397,-1.016,0.226
-0.034,-0.133,-0.098,0.084,0.032,-0.115,-0.37,-0.774,-0.916,-0.926,-0.582,-0.102
-0.018,-0.172,-0.154,0.095,0.068,-0.162,0.051,0.034,0.035,-0.106,-0.208,-0.148
-0.072,-0.071,0.001,0.072,-0.036,-0.034,0.051,0.053,0.099,0.047,-0.072,-0.099
-0.088,-0.121,-0.033,0.104,-0.027,-0.077,0.093,0.118,0.19,0.071,-0.096,-0.124
-0.08,-0.079,0.001,0.08,-0.041,-0.039,0.094,0.109,0.192,0.08,-0.081,-0.11
-0.091,-0.105,-0.014,0.098,-0.038,-0.059,0.108,0.121,0.203,0.123,-0.07,-0.132
-0.088,-0.099,-0.01,0.093,-0.039,-0.054,0.107,0.139,0.201,0.104,-0.073,-0.143
-0.078,-0.085,-0.007,0.081,-0.035,-0.046,0.115,0.152,0.226,0.125,-0.062,-0.137
-0.066,-0.081,-0.015,0.074,-0.026,-0.048,0.137,0.186,0.258,0.128,-0.077,-0.147
-0.082,-0.066,0.016,0.073,-0.049,-0.025,0.135,0.173,0.277,0.145,-0.055,-0.143
-0.109,-0.074,0.035,0.091,-0.072,-0.019,0.145,0.197,0.311,0.144,-0.09,-0.147
-0.095,-0.062,0.032,0.078,-0.063,-0.015,0.152,0.205,0.305,0.145,-0.116,-0.149
-0.094,-0.069,0.025,0.081,-0.059,-0.022,0.162,0.234,0.341,0.145,-0.142,-0.165
-0.127,-0.054,0.074,0.09,-0.1,0.01,0.218,0.294,0.399,0.145,-0.183,-0.187
-0.118,-0.016,0.102,0.067,-0.11,0.042,0.302,0.342,0.455,0.144,-0.202,-0.201
-0.117,-0.001,0.116,0.059,-0.116,0.057,0.289,0.407,0.529,0.166,-0.209,-0.208
-0.132,-0.011,0.121,0.072,-0.126,0.054,0.25,0.429,0.556,0.179,-0.248,-0.241
-0.116,-0.002,0.114,0.058,-0.115,0.055,0.245,0.397,0.537,0.184,-0.238,-0.222
-0.11,0.005,0.115,0.052,-0.113,0.06,0.226,0.38,0.513,0.232,-0.165,-0.162
-0.111,0.005,0.116,0.052,-0.114,0.061,0.193,0.323,0.433,0.226,-0.113,-0.119
-0.069,0.032,0.101,0.018,-0.085,0.066,0.144,0.256,0.339,0.197,-0.063,-0.066
-0.05,0.011,0.061,0.019,-0.055,0.036,0.1,0.194,0.266,0.173,-0.024,-0.041
-0.031,0.01,0.041,0.01,-0.036,0.025,0.068,0.133,0.195,0.128,-0.013,-0.033
0.003,0.036,0.033,-0.02,-0.015,0.034,0.036,0.088,0.132,0.103,-0.005,-0.027
0.0,0.018,0.019,-0.009,-0.01,0.018,0.02,0.054,0.087,0.083,0.003,-0.031
-0.012,0.0,0.012,0.006,-0.012,0.005,0.02,0.045,0.059,0.063,0.002,-0.029
-0.01,-0.006,0.004,0.007,-0.007,-0.001,0.02,0.045,0.049,0.048,-0.002,-0.031
-0.023,-0.023,0.0,0.023,-0.011,-0.011,0.019,0.045,0.051,0.048,-0.003,-0.029
-0.023,-0.03,-0.007,0.027,-0.008,-0.019,0.021,0.046,0.05,0.05,-0.009,-0.025
-0.02,-0.029,-0.01,0.025,-0.005,-0.019,0.018,0.043,0.05,0.054,-0.009,-0.018
-0.06,-0.069,-0.009,0.065,-0.025,-0.039,0.014,0.05,0.05,0.059,-0.008,-0.014
-0.007,-0.036,-0.03,0.022,0.012,-0.033,0.025,0.063,0.052,0.058,0.013,-0.008
0.056,0.019,-0.036,-0.037,0.046,-0.008,0.048,0.071,0.072,0.069,0.027,-0.002
0.033,0.015,-0.019,-0.024,0.026,-0.002,0.044,0.07,0.074,0.06,0.023,0.001
0.024,0.013,-0.011,-0.018,0.017,0.001,0.044,0.074,0.077,0.08,0.049,0.009
-0.007,-0.016,-0.01,0.012,0.002,-0.013,0.047,0.077,0.081,0.064,0.031,0.004
-0.026,-0.025,0.002,0.026,-0.014,-0.012,0.049,0.087,0.098,0.089,0.068,0.017
0.002,0.037,0.034,-0.02,-0.016,0.035,0.107,0.111,0.129,0.091,0.044,0.006
0.019,0.089,0.07,-0.054,-0.026,0.079,0.065,0.091,0.115,0.118,0.08,0.034
0.034,0.055,0.02,-0.045,0.007,0.037,0.037,0.133,0.152,0.145,0.092,0.054
0.021,0.045,0.024,-0.033,-0.002,0.034,0.007,0.06,0.079,0.083,0.054,0.054
0.008,0.009,0.001,-0.009,0.003,0.005,0.041,0.177,0.238,0.345,0.202,0.071
0.071,0.17,0.099,-0.121,-0.014,0.134,-0.109,-0.218,-0.307,0.47,0.723,0.304
0.358,0.41,0.052,-0.383,0.153,0.23,-0.947,-1.6,-2.003,0.158,1.829,1.026
0.731,0.239,-0.492,-0.484,0.611,-0.126,-1.384,-1.942,-2.662,-1.324,0.973,1.109
0.462,0.097,-0.365,-0.28,0.414,-0.134,-1.13,-1.655,-2.355,-2.514,-0.886,0.412
-0.014,-0.087,-0.074,0.051,0.03,-0.08,-0.571,-1.065,-1.311,-1.361,-0.773,-0.033
-0.033,-0.187,-0.154,0.111,0.061,-0.17,-0.031,-0.109,-0.115,-0.211,-0.273,-0.149
-0.051,-0.087,-0.037,0.069,-0.007,-0.062,0.03,0.05,0.084,0.006,-0.102,-0.093
-0.065,-0.098,-0.033,0.082,-0.016,-0.065,0.056,0.074,0.146,0.07,-0.078,-0.102
-0.041,-0.049,-0.008,0.045,-0.016,-0.028,0.073,0.105,0.164,0.069,-0.099,-0.107
-0.075,-0.074,0.001,0.075,-0.038,-0.036,0.072,0.095,0.153,0.1,-0.071,-0.097
-0.068,-0.089,-0.021,0.079,-0.023,-0.054,0.092,0.126,0.185,0.096,-0.096,-0.104
-0.077,-0.089,-0.012,0.083,-0.032,-0.05,0.095,0.115,0.192,0.121,-0.077,-0.097
-0.071,-0.09,-0.02,0.081,-0.025,-0.055,0.127,0.161,0.237,0.119,-0.089,-0.121
-0.064,-0.069,-0.005,0.066,-0.029,-0.036,0.13,0.166,0.25,0.122,-0.089,-0.127
-0.072,-0.08,-0.008,0.076,-0.031,-0.044,0.137,0.197,0.287,0.125,-0.102,-0.132
-0.064,-0.063,0.001,0.064,-0.032,-0.031,0.145,0.199,0.289,0.125,-0.115,-0.126
-0.094,-0.081,0.013,0.087,-0.053,-0.034,0.164,0.212,0.308,0.125,-0.177,-0.16
-0.117,-0.061,0.055,0.089,-0.086,-0.003,0.219,0.283,0.374,0.126,-0.208,-0.198
-0.134,-0.048,0.087,0.091,-0.11,0.019,0.285,0.324,0.412,0.124,-0.228,-0.197
-0.157,-0.066,0.091,0.111,-0.124,0.012,0.278,0.381,0.479,0.129,-0.266,-0.205
-0.153,-0.058,0.096,0.105,-0.124,0.019,0.247,0.439,0.543,0.144,-0.28,-0.231
-0.138,-0.05,0.087,0.094,-0.112,0.018,0.244,0.425,0.515,0.144,-0.3,-0.247
-0.123,-0.045,0.078,0.084,-0.1,0.016,0.233,0.411,0.482,0.174,-0.25,-0.212
-0.104,-0.034,0.07,0.069,-0.087,0.018,0.202,0.358,0.438,0.185,-0.173,-0.165
-0.053,0.008,0.06,0.022,-0.057,0.034,0.161,0.275,0.355,0.169,-0.106,-0.116
-0.046,0.005,0.051,0.02,-0.049,0.028,0.116,0.212,0.274,0.155,-0.039,-0.068
-0.025,0.013,0.039,0.005,-0.032,0.026,0.071,0.159,0.202,0.126,-0.002,-0.034
0.011,0.036,0.025,-0.024,-0.007,0.03,0.036,0.121,0.137,0.098,0.019,-0.007
0.003,0.017,0.014,-0.01,-0.006,0.015,0.017,0.081,0.088,0.073,0.021,0.004
-0.005,-0.003,0.002,0.004,-0.003,0.0,0.011,0.062,0.065,0.056,0.02,0.011
-0.017,-0.022,-0.006,0.02,-0.005,-0.014,0.007,0.053,0.048,0.043,0.02,0.017
-0.018,-0.031,-0.014,0.025,-0.002,-0.022,0.002,0.047,0.038,0.045,0.017,0.017
-0.033,-0.057,-0.023,0.045,-0.005,-0.04,-0.002,0.051,0.028,0.048,0.014,0.013
-0.024,-0.051,-0.027,0.038,0.002,-0.039,-0.005,0.052,0.027,0.05,0.016,0.012
-0.001,-0.046,-0.045,0.024,0.022,-0.045,0.004,0.057,0.056,0.055,0.015,0.008
-0.006,-0.055,-0.049,0.031,0.022,-0.052,0.007,0.063,0.058,0.052,0.013,0.005
0.009,-0.036,-0.045,0.014,0.027,-0.041,0.014,0.067,0.074,0.066,0.024,0.007
0.01,-0.03,-0.04,0.01,0.025,-0.035,0.019,0.051,0.081,0.069,0.02,0.017
-0.013,-0.048,-0.035,0.031,0.011,-0.041,0.014,0.064,0.072,0.088,0.028,0.024
0.022,-0.023,-0.045,0.001,0.034,-0.033,0.015,0.095,0.092,0.081,0.034,0.015
0.018,-0.007,-0.025,-0.006,0.022,-0.015,0.031,0.106,0.11,0.112,0.075,0.028
-0.016,-0.011,0.004,0.013,-0.01,-0.003,0.09,0.128,0.137,0.107,0.053,0.017
0.014,0.06,0.046,-0.038,-0.016,0.053,0.062,0.126,0.148,0.136,0.093,0.044
0.061,0.05,-0.011,-0.056,0.036,0.02,0.021,0.167,0.191,0.155,0.097,0.033
0.065,0.048,-0.017,-0.057,0.041,0.015,-0.002,0.088,0.108,0.098,0.088,0.027
0.017,0.018,0.0,-0.018,0.008,0.009,0.055,0.203,0.266,0.374,0.228,0.077
0.085,0.172,0.087,-0.129,-0.001,0.13,-0.136,-0.21,-0.304,0.483,0.804,0.354
0.422,0.437,0.015,-0.429,0.203,0.225,-0.939,-1.486,-1.914,0.153,1.946,1.091
0.728,0.244,-0.484,-0.486,0.606,-0.12,-1.324,-1.788,-2.508,-1.327,0.961,1.124
0.419,0.083,-0.336,-0.251,0.377,-0.126,-1.047,-1.553,-2.228,-2.464,-0.942,0.391
-0.017,-0.118,-0.101,0.067,0.042,-0.109,-0.482,-0.939,-1.181,-1.27,-0.757,-0.042
-0.045,-0.23,-0.185,0.138,0.07,-0.207,0.0,-0.066,-0.082,-0.188,-0.255,-0.126
-0.043,-0.081,-0.039,0.062,-0.002,-0.06,0.044,0.049,0.073,-0.007,-0.111,-0.069
-0.038,-0.099,-0.061,0.069,0.012,-0.079,0.064,0.089,0.139,0.069,-0.08,-0.083
-0.028,-0.079,-0.052,0.054,0.012,-0.065,0.082,0.1,0.145,0.059,-0.097,-0.08
-0.043,-0.086,-0.043,0.065,0.0,-0.064,0.075,0.097,0.14,0.092,-0.07,-0.083
-0.038,-0.091,-0.053,0.065,0.008,-0.071,0.094,0.132,0.16,0.08,-0.099,-0.105
-0.038,-0.074,-0.036,0.057,-0.001,-0.055,0.106,0.121,0.178,0.108,-0.082,-0.095
-0.034,-0.077,-0.043,0.056,0.004,-0.059,0.108,0.156,0.225,0.108,-0.099,-0.103
-0.041,-0.062,-0.021,0.052,-0.01,-0.042,0.104,0.153,0.224,0.109,-0.093,-0.097
-0.039,-0.061,-0.022,0.05,-0.008,-0.041,0.121,0.178,0.256,0.112,-0.099,-0.104
-0.038,-0.055,-0.017,0.047,-0.01,-0.036,0.126,0.186,0.263,0.107,-0.127,-0.123
-0.008,-0.068,-0.061,0.038,0.027,-0.064,0.145,0.206,0.287,0.113,-0.156,-0.135
0.04,-0.05,-0.09,0.006,0.065,-0.07,0.194,0.26,0.352,0.101,-0.178,-0.152
